  locus,   size,  type,      raw,      pM,     pKM,"	gene", product,,,,,,,,,,,,,,,,,,,,
PROKKA_06185,175, igbot,1,0.18,1.05,,,,,,,0,"	aspA",0,0,,,"	aspA",,,,"	aspA",,,,,
PROKKA_06185,1425, sense,686,125.64,88.17,"	aspA"," ""aspartate ammonia-lyase""",,,,,0,0,"	aspA",0,,,,"	aspA",,,"	aspA",,,,,
PROKKA_06185,1425, antis,15,2.75,1.93,,,,,,,0,0,0,"	aspA",,,,,"	aspA",,"	aspA",,,,,
PROKKA_06186,363, igtop,22,4.03,11.1,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06186,363, igbot,16,2.93,8.07,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06186,1215, sense,31,5.68,4.67,"	n/a","  ""YeeE/YedE""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06186,1215, antis,1,0.18,0.15,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06187,36, igtop,0,0,0,,,,,,,"	aruH_15",0,0,0,,"	aruH_15",,,,,"	aruH_15",,,,,
PROKKA_06187,36, igbot,0,0,0,,,,,,,0,"	aruH_15",0,0,,,"	aruH_15",,,,"	aruH_15",,,,,
PROKKA_06187,1476, sense,0,0,0,"	aruH_15"," ""Arginine:Pyruvate Transaminas"," AruH""",,,,0,0,"	aruH_15",0,,,,"	aruH_15",,,"	aruH_15",,,,,
PROKKA_06187,1476, antis,1,0.18,0.12,,,,,,,0,0,0,"	aruH_15",,,,,"	aruH_15",,"	aruH_15",,,,,
PROKKA_06188,127, igtop,7,1.28,10.09,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06188,127, igbot,1,0.18,1.44,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06188,450, sense,1,0.18,0.41,"	n/a","  ""putative acetyltransferase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06188,450, antis,2,0.37,0.81,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06189,8, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06189,8, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06189,675, sense,0,0,0,"	n/a","  ""putative acetyltransferase"," GNAT family""",,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06189,675, antis,10,1.83,2.71,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06190,24, igtop,0,0,0,,,,,,,"	mtr_2",0,0,0,,"	mtr_2",,,,,"	mtr_2",,,,,
PROKKA_06190,24, igbot,1,0.18,7.63,,,,,,,0,"	mtr_2",0,0,,,"	mtr_2",,,,"	mtr_2",,,,,
PROKKA_06190,1197, sense,29,5.31,4.44,"	mtr_2"," ""tryptophan permease""",,,,,0,0,"	mtr_2",0,,,,"	mtr_2",,,"	mtr_2",,,,,
PROKKA_06190,1197, antis,1,0.18,0.15,,,,,,,0,0,0,"	mtr_2",,,,,"	mtr_2",,"	mtr_2",,,,,
PROKKA_06191,237, igtop,0,0,0,,,,,,,"	atuF_2",0,0,0,,"	atuF_2",,,,,"	atuF_2",,,,,
PROKKA_06191,237, igbot,4,0.73,3.09,,,,,,,0,"	atuF_2",0,0,,,"	atuF_2",,,,"	atuF_2",,,,,
PROKKA_06191,1824, sense,467,85.53,46.89,"	atuF_2"," ""geranyl-CoA carboxylase"," alpha-subunit (biotin-containing)""",,,,0,0,"	atuF_2",0,,,,"	atuF_2",,,"	atuF_2",,,,,
PROKKA_06191,1824, antis,1,0.18,0.1,,,,,,,0,0,0,"	atuF_2",,,,,"	atuF_2",,"	atuF_2",,,,,
PROKKA_06192,15, igtop,0,0,0,,,,,,,"	accC_4",0,0,0,,"	accC_4",,,,,"	accC_4",,,,,
PROKKA_06192,15, igbot,26,4.76,317.45,,,,,,,0,"	accC_4",0,0,,,"	accC_4",,,,"	accC_4",,,,,
PROKKA_06192,1416, sense,419,76.74,54.19,"	accC_4"," ""biotin carboxylase""",,,,,0,0,"	accC_4",0,,,,"	accC_4",,,"	accC_4",,,,,
PROKKA_06192,1416, antis,1,0.18,0.13,,,,,,,0,0,0,"	accC_4",,,,,"	accC_4",,"	accC_4",,,,,
PROKKA_06193,198, igtop,195,35.71,180.37,,,,,,,"	dhcR_10",0,0,0,,"	dhcR_10",,,,,"	dhcR_10",,,,,
PROKKA_06193,198, igbot,2,0.37,1.85,,,,,,,0,"	dhcR_10",0,0,,,"	dhcR_10",,,,"	dhcR_10",,,,,
PROKKA_06193,951, sense,60,10.99,11.55,"	dhcR_10"," ""DhcR"," transcriptional regulator""",,,,0,0,"	dhcR_10",0,,,,"	dhcR_10",,,"	dhcR_10",,,,,
PROKKA_06193,951, antis,11,2.01,2.12,,,,,,,0,0,0,"	dhcR_10",,,,,"	dhcR_10",,"	dhcR_10",,,,,
PROKKA_06194,47, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06194,47, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06194,216, sense,26,4.76,22.05,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06194,216, antis,2,0.37,1.7,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06195,106, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06195,106, igbot,7,1.28,12.09,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06195,882, sense,125,22.89,25.96,"	n/a","  ""putative transcriptional regulator""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06195,882, antis,2,0.37,0.42,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06196,85, igtop,0,0,0,,,,,,,"	zwf_2",0,0,0,,"	zwf_2",,,,,"	zwf_2",,,,,
PROKKA_06196,85, igbot,0,0,0,,,,,,,0,"	zwf_2",0,0,,,"	zwf_2",,,,"	zwf_2",,,,,
PROKKA_06196,1467, sense,15,2.75,1.87,"	zwf_2"," ""glucose-6-phosphate 1-dehydrogenase""",,,,,0,0,"	zwf_2",0,,,,"	zwf_2",,,"	zwf_2",,,,,
PROKKA_06196,1467, antis,2,0.37,0.25,,,,,,,0,0,0,"	zwf_2",,,,,"	zwf_2",,"	zwf_2",,,,,
PROKKA_06197,80, igtop,3,0.55,6.87,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06197,80, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06197,1395, sense,45,8.24,5.91,"	n/a","  ""putative peptidase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06197,1395, antis,6,1.1,0.79,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06198,7, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06198,7, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06198,726, sense,26,4.76,6.56,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06198,726, antis,5,0.92,1.26,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06199,4, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06199,4, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06199,2202, sense,104,19.05,8.65,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06199,2202, antis,1,0.18,0.08,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06200,58, igtop,0,0,0,,,,,,,"	morA_11",0,0,0,,"	morA_11",,,,,"	morA_11",,,,,
PROKKA_06200,58, igbot,0,0,0,,,,,,,0,"	morA_11",0,0,,,"	morA_11",,,,"	morA_11",,,,,
PROKKA_06200,2856, sense,14,2.56,0.9,"	morA_11"," ""motility regulator""",,,,,0,0,"	morA_11",0,,,,"	morA_11",,,"	morA_11",,,,,
PROKKA_06200,2856, antis,0,0,0,,,,,,,0,0,0,"	morA_11",,,,,"	morA_11",,"	morA_11",,,,,
PROKKA_06201,176, igtop,0,0,0,,,,,,,"	uvrD_2",0,0,0,,"	uvrD_2",,,,,"	uvrD_2",,,,,
PROKKA_06201,176, igbot,0,0,0,,,,,,,0,"	uvrD_2",0,0,,,"	uvrD_2",,,,"	uvrD_2",,,,,
PROKKA_06201,2187, sense,39,7.14,3.27,"	uvrD_2"," ""DNA helicase II""",,,,,0,0,"	uvrD_2",0,,,,"	uvrD_2",,,"	uvrD_2",,,,,
PROKKA_06201,2187, antis,0,0,0,,,,,,,0,0,0,"	uvrD_2",,,,,"	uvrD_2",,"	uvrD_2",,,,,
PROKKA_06202,37, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06202,37, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06202,429, sense,0,0,0,"	n/a","  ""phosphonate utilization associated putative membrane protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06202,429, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06203,97, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06203,97, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06203,1494, sense,0,0,0,"	n/a","  ""putative coenzyme A transferase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06203,1494, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06204,377, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06204,377, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06204,204, sense,0,0,0,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06204,204, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06205,55, igtop,0,0,0,,,,,,,"	wbpZ_1",0,0,0,,"	wbpZ_1",,,,,"	wbpZ_1",,,,,
PROKKA_06205,55, igbot,0,0,0,,,,,,,0,"	wbpZ_1",0,0,,,"	wbpZ_1",,,,"	wbpZ_1",,,,,
PROKKA_06205,855, sense,0,0,0,"	wbpZ_1"," ""glycosyltransferase WbpZ""",,,,,0,0,"	wbpZ_1",0,,,,"	wbpZ_1",,,"	wbpZ_1",,,,,
PROKKA_06205,855, antis,0,0,0,,,,,,,0,0,0,"	wbpZ_1",,,,,"	wbpZ_1",,"	wbpZ_1",,,,,
PROKKA_06206,292, igtop,0,0,0,,,,,,,"	wbpY_1",0,0,0,,"	wbpY_1",,,,,"	wbpY_1",,,,,
PROKKA_06206,292, igbot,0,0,0,,,,,,,0,"	wbpY_1",0,0,,,"	wbpY_1",,,,"	wbpY_1",,,,,
PROKKA_06206,633, sense,0,0,0,"	wbpY_1"," ""glycosyltransferase WbpY""",,,,,0,0,"	wbpY_1",0,,,,"	wbpY_1",,,"	wbpY_1",,,,,
PROKKA_06206,633, antis,0,0,0,,,,,,,0,0,0,"	wbpY_1",,,,,"	wbpY_1",,"	wbpY_1",,,,,
PROKKA_06207,551, igtop,0,0,0,,,,,,,"	wbpX_1",0,0,0,,"	wbpX_1",,,,,"	wbpX_1",,,,,
PROKKA_06207,551, igbot,0,0,0,,,,,,,0,"	wbpX_1",0,0,,,"	wbpX_1",,,,"	wbpX_1",,,,,
PROKKA_06207,489, sense,0,0,0,"	wbpX_1"," ""glycosyltransferase WbpX""",,,,,0,0,"	wbpX_1",0,,,,"	wbpX_1",,,"	wbpX_1",,,,,
PROKKA_06207,489, antis,0,0,0,,,,,,,0,0,0,"	wbpX_1",,,,,"	wbpX_1",,"	wbpX_1",,,,,
PROKKA_06208,1, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06208,1, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06208,663, sense,0,0,0,"	n/a","  ""PAS/PAC sensor-containing diguanylate cyclase/phosphodiesterase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06208,663, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06209,176, igtop,0,0,0,,,,,,,"	uvrD_3",0,0,0,,"	uvrD_3",,,,,"	uvrD_3",,,,,
PROKKA_06209,176, igbot,0,0,0,,,,,,,0,"	uvrD_3",0,0,,,"	uvrD_3",,,,"	uvrD_3",,,,,
PROKKA_06209,384, sense,0,0,0,"	uvrD_3"," ""DNA helicase II""",,,,,0,0,"	uvrD_3",0,,,,"	uvrD_3",,,"	uvrD_3",,,,,
PROKKA_06209,384, antis,0,0,0,,,,,,,0,0,0,"	uvrD_3",,,,,"	uvrD_3",,"	uvrD_3",,,,,
PROKKA_06210,4, igtop,0,0,0,,,,,,,"	uvrD_4",0,0,0,,"	uvrD_4",,,,,"	uvrD_4",,,,,
PROKKA_06210,4, igbot,0,0,0,,,,,,,0,"	uvrD_4",0,0,,,"	uvrD_4",,,,"	uvrD_4",,,,,
PROKKA_06210,1806, sense,0,0,0,"	uvrD_4"," ""DNA helicase II""",,,,,0,0,"	uvrD_4",0,,,,"	uvrD_4",,,"	uvrD_4",,,,,
PROKKA_06210,1806, antis,0,0,0,,,,,,,0,0,0,"	uvrD_4",,,,,"	uvrD_4",,"	uvrD_4",,,,,
PROKKA_06211,37, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06211,37, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06211,429, sense,0,0,0,"	n/a","  ""phosphonate utilization associated putative membrane protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06211,429, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06212,97, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06212,97, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06212,1494, sense,0,0,0,"	n/a","  ""putative coenzyme A transferase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06212,1494, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06213,377, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06213,377, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06213,204, sense,0,0,0,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06213,204, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06214,55, igtop,0,0,0,,,,,,,"	wbpZ_2",0,0,0,,"	wbpZ_2",,,,,"	wbpZ_2",,,,,
PROKKA_06214,55, igbot,0,0,0,,,,,,,0,"	wbpZ_2",0,0,,,"	wbpZ_2",,,,"	wbpZ_2",,,,,
PROKKA_06214,1146, sense,1,0.18,0.16,"	wbpZ_2"," ""glycosyltransferase WbpZ""",,,,,0,0,"	wbpZ_2",0,,,,"	wbpZ_2",,,"	wbpZ_2",,,,,
PROKKA_06214,1146, antis,0,0,0,,,,,,,0,0,0,"	wbpZ_2",,,,,"	wbpZ_2",,"	wbpZ_2",,,,,
PROKKA_06215,0, igtop,0,0,     inf,,,,,,,"	wbpY_2",0,0,0,,"	wbpY_2",,,,,"	wbpY_2",,,,,
PROKKA_06215,0, igbot,0,0,     inf,,,,,,,0,"	wbpY_2",0,0,,,"	wbpY_2",,,,"	wbpY_2",,,,,
PROKKA_06215,1128, sense,0,0,0,"	wbpY_2"," ""glycosyltransferase WbpY""",,,,,0,0,"	wbpY_2",0,,,,"	wbpY_2",,,"	wbpY_2",,,,,
PROKKA_06215,1128, antis,0,0,0,,,,,,,0,0,0,"	wbpY_2",,,,,"	wbpY_2",,"	wbpY_2",,,,,
PROKKA_06216,17, igtop,0,0,0,,,,,,,"	wbpX_2",0,0,0,,"	wbpX_2",,,,,"	wbpX_2",,,,,
PROKKA_06216,17, igbot,0,0,0,,,,,,,0,"	wbpX_2",0,0,,,"	wbpX_2",,,,"	wbpX_2",,,,,
PROKKA_06216,1383, sense,23,4.21,3.05,"	wbpX_2"," ""glycosyltransferase WbpX""",,,,,0,0,"	wbpX_2",0,,,,"	wbpX_2",,,"	wbpX_2",,,,,
PROKKA_06216,1383, antis,5,0.92,0.66,,,,,,,0,0,0,"	wbpX_2",,,,,"	wbpX_2",,"	wbpX_2",,,,,
PROKKA_06217,4, igtop,0,0,0,,,,,,,"	wzt",0,0,0,,"	wzt",,,,,"	wzt",,,,,
PROKKA_06217,4, igbot,0,0,0,,,,,,,0,"	wzt",0,0,,,"	wzt",,,,"	wzt",,,,,
PROKKA_06217,1266, sense,43,7.88,6.22,"	wzt","  ""ABC subunit of A-band LPS efflux transporter""",,,,,0,0,"	wzt",0,,,,"	wzt",,,"	wzt",,,,,
PROKKA_06217,1266, antis,4,0.73,0.58,,,,,,,0,0,0,"	wzt",,,,,"	wzt",,"	wzt",,,,,
PROKKA_06218,1, igtop,0,0,0,,,,,,,"	wzm_2",0,0,0,,"	wzm_2",,,,,"	wzm_2",,,,,
PROKKA_06218,1, igbot,0,0,0,,,,,,,0,"	wzm_2",0,0,,,"	wzm_2",,,,"	wzm_2",,,,,
PROKKA_06218,798, sense,21,3.85,4.82,"	wzm_2"," ""membrane subunit of A-band LPS efflux transporter""",,,,,0,0,"	wzm_2",0,,,,"	wzm_2",,,"	wzm_2",,,,,
PROKKA_06218,798, antis,28,5.13,6.43,,,,,,,0,0,0,"	wzm_2",,,,,"	wzm_2",,"	wzm_2",,,,,
PROKKA_06219,1, igtop,0,0,0,,,,,,,"	wbpW",0,0,0,,"	wbpW",,,,,"	wbpW",,,,,
PROKKA_06219,1, igbot,0,0,0,,,,,,,0,"	wbpW",0,0,,,"	wbpW",,,,"	wbpW",,,,,
PROKKA_06219,1440, sense,30,5.49,3.82,"	wbpW"," ""phosphomannose isomerase/GDP-mannose WbpW""",,,,,0,0,"	wbpW",0,,,,"	wbpW",,,"	wbpW",,,,,
PROKKA_06219,1440, antis,3,0.55,0.38,,,,,,,0,0,0,"	wbpW",,,,,"	wbpW",,"	wbpW",,,,,
PROKKA_06220,3, igtop,0,0,0,,,,,,,"	gmd",0,0,0,,"	gmd",,,,,"	gmd",,,,,
PROKKA_06220,3, igbot,0,0,0,,,,,,,0,"	gmd",0,0,,,"	gmd",,,,"	gmd",,,,,
PROKKA_06220,972, sense,87,15.93,16.39,"	gmd","  ""GDP-mannose 4","6-dehydratase""",,,,0,0,"	gmd",0,,,,"	gmd",,,"	gmd",,,,,
PROKKA_06220,972, antis,6,1.1,1.13,,,,,,,0,0,0,"	gmd",,,,,"	gmd",,"	gmd",,,,,
PROKKA_06221,4, igtop,0,0,0,,,,,,,"	rmd_2",0,0,0,,"	rmd_2",,,,,"	rmd_2",,,,,
PROKKA_06221,4, igbot,0,0,0,,,,,,,0,"	rmd_2",0,0,,,"	rmd_2",,,,"	rmd_2",,,,,
PROKKA_06221,915, sense,58,10.62,11.61,"	rmd_2"," ""oxidoreductase Rmd""",,,,,0,0,"	rmd_2",0,,,,"	rmd_2",,,"	rmd_2",,,,,
PROKKA_06221,915, antis,6,1.1,1.2,,,,,,,0,0,0,"	rmd_2",,,,,"	rmd_2",,"	rmd_2",,,,,
PROKKA_06222,407, igtop,435,79.67,195.75,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06222,407, igbot,25,4.58,11.25,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06222,1629, sense,129,23.63,14.5,"	n/a","  ""putative glycosyltransferase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06222,1629, antis,1,0.18,0.11,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06223,7, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06223,7, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06223,1302, sense,39,7.14,5.49,"	n/a","  ""glycosyltransferase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06223,1302, antis,1,0.18,0.14,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06224,4, igtop,0,0,0,,,,,,,"	ubiG_5",0,0,0,,"	ubiG_5",,,,,"	ubiG_5",,,,,
PROKKA_06224,4, igbot,0,0,0,,,,,,,0,"	ubiG_5",0,0,,,"	ubiG_5",,,,"	ubiG_5",,,,,
PROKKA_06224,864, sense,12,2.2,2.54,"	ubiG_5"," ""3-demethylubiquinone-9 3-methyltransferase""",,,,,0,0,"	ubiG_5",0,,,,"	ubiG_5",,,"	ubiG_5",,,,,
PROKKA_06224,864, antis,1,0.18,0.21,,,,,,,0,0,0,"	ubiG_5",,,,,"	ubiG_5",,"	ubiG_5",,,,,
PROKKA_06225,4, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06225,4, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06225,1143, sense,13,2.38,2.08,"	n/a","  ""putative acyltransferase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06225,1143, antis,13,2.38,2.08,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06226,7, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06226,7, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06226,837, sense,17,3.11,3.72,"	n/a","  ""SAM-dependent methyltransferase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06226,837, antis,3,0.55,0.66,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06227,162, igtop,1,0.18,1.13,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06227,162, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06227,213, sense,3,0.55,2.58,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06227,213, antis,2,0.37,1.72,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06228,95, igtop,134,24.54,258.33,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06228,95, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06228,318, sense,111,20.33,63.93,"	n/a","  ""ribonucleotide reductase"," alpha subunit""",,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06228,318, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06229,124, igtop,49,8.97,72.37,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06229,124, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06229,294, sense,55,10.07,34.26,"	n/a","  ""holliday junction resolvasome"," helicase subunit""",,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06229,294, antis,7,1.28,4.36,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06230,28, igtop,2,0.37,13.08,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06230,28, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06230,336, sense,15,2.75,8.18,"	n/a","  ""ribonucleotide reductase subunit alpha""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06230,336, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06231,4, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06231,4, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06231,1959, sense,111,20.33,10.38,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06231,1959, antis,7,1.28,0.65,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06232,107, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06232,107, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06232,420, sense,14,2.56,6.1,"	n/a","  ""glutathione-dependent formaldehyde-activating protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06232,420, antis,3,0.55,1.31,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06233,67, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_06233,67, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_06233,945, sense,6,1.1,1.16,"	n/a","  ""putative permease""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_06233,945, antis,4,0.73,0.78,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_06234,4, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
