locus,"	gene", product,locusNumber
PROKKA_04649_sense,"	n/a","  ""lipopolysaccharide heptosyltransferase I""",PROKKA_04649
PROKKA_04649_antis,"	n/a","  ""lipopolysaccharide heptosyltransferase I""",PROKKA_04649
PROKKA_04650_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04650
PROKKA_04650_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04650
PROKKA_04650_sense,"	n/a","  ""hypothetical protein""",PROKKA_04650
PROKKA_04650_antis,"	n/a","  ""hypothetical protein""",PROKKA_04650
PROKKA_04651_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04651
PROKKA_04651_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04651
PROKKA_04651_sense,"	n/a","  ""hypothetical protein""",PROKKA_04651
PROKKA_04651_antis,"	n/a","  ""hypothetical protein""",PROKKA_04651
PROKKA_04652_igtop,"	hisK"," ""Histidinol-phosphatase""",PROKKA_04652
PROKKA_04652_igbot,"	hisK"," ""Histidinol-phosphatase""",PROKKA_04652
PROKKA_04652_sense,"	hisK"," ""Histidinol-phosphatase""",PROKKA_04652
PROKKA_04652_antis,"	hisK"," ""Histidinol-phosphatase""",PROKKA_04652
PROKKA_04653_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04653
PROKKA_04653_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04653
PROKKA_04653_sense,"	n/a","  ""hypothetical protein""",PROKKA_04653
PROKKA_04653_antis,"	n/a","  ""hypothetical protein""",PROKKA_04653
PROKKA_04654_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04654
PROKKA_04654_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04654
PROKKA_04654_sense,"	n/a","  ""hypothetical protein""",PROKKA_04654
PROKKA_04654_antis,"	n/a","  ""hypothetical protein""",PROKKA_04654
PROKKA_04655_igtop,"	n/a","  ""Ubiquinol-cytochrome C chaperone""",PROKKA_04655
PROKKA_04655_igbot,"	n/a","  ""Ubiquinol-cytochrome C chaperone""",PROKKA_04655
PROKKA_04655_sense,"	n/a","  ""Ubiquinol-cytochrome C chaperone""",PROKKA_04655
PROKKA_04655_antis,"	n/a","  ""Ubiquinol-cytochrome C chaperone""",PROKKA_04655
PROKKA_04656_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04656
PROKKA_04656_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04656
PROKKA_04656_sense,"	n/a","  ""hypothetical protein""",PROKKA_04656
PROKKA_04656_antis,"	n/a","  ""hypothetical protein""",PROKKA_04656
PROKKA_04657_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04657
PROKKA_04657_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04657
PROKKA_04657_sense,"	n/a","  ""hypothetical protein""",PROKKA_04657
PROKKA_04657_antis,"	n/a","  ""hypothetical protein""",PROKKA_04657
PROKKA_04658_igtop,"	n/a","  ""Ubiquinol-cytochrome C chaperone""",PROKKA_04658
PROKKA_04658_igbot,"	n/a","  ""Ubiquinol-cytochrome C chaperone""",PROKKA_04658
PROKKA_04658_sense,"	n/a","  ""Ubiquinol-cytochrome C chaperone""",PROKKA_04658
PROKKA_04658_antis,"	n/a","  ""Ubiquinol-cytochrome C chaperone""",PROKKA_04658
PROKKA_04659_igtop,"	n/a","  ""XRE family transcriptional regulator""",PROKKA_04659
PROKKA_04659_igbot,"	n/a","  ""XRE family transcriptional regulator""",PROKKA_04659
PROKKA_04659_sense,"	n/a","  ""XRE family transcriptional regulator""",PROKKA_04659
PROKKA_04659_antis,"	n/a","  ""XRE family transcriptional regulator""",PROKKA_04659
PROKKA_04660_igtop,"	n/a","  ""ISPsy24 transposase OrfB""",PROKKA_04660
PROKKA_04660_igbot,"	n/a","  ""ISPsy24 transposase OrfB""",PROKKA_04660
PROKKA_04660_sense,"	n/a","  ""ISPsy24 transposase OrfB""",PROKKA_04660
PROKKA_04660_antis,"	n/a","  ""ISPsy24 transposase OrfB""",PROKKA_04660
PROKKA_04661_igtop,"	n/a","  ""transposase""",PROKKA_04661
PROKKA_04661_igbot,"	n/a","  ""transposase""",PROKKA_04661
PROKKA_04661_sense,"	n/a","  ""transposase""",PROKKA_04661
PROKKA_04661_antis,"	n/a","  ""transposase""",PROKKA_04661
PROKKA_04662_igtop,"	n/a","  ""HNH endonuclease""",PROKKA_04662
PROKKA_04662_igbot,"	n/a","  ""HNH endonuclease""",PROKKA_04662
PROKKA_04662_sense,"	n/a","  ""HNH endonuclease""",PROKKA_04662
PROKKA_04662_antis,"	n/a","  ""HNH endonuclease""",PROKKA_04662
PROKKA_04663_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04663
PROKKA_04663_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04663
PROKKA_04663_sense,"	n/a","  ""hypothetical protein""",PROKKA_04663
PROKKA_04663_antis,"	n/a","  ""hypothetical protein""",PROKKA_04663
PROKKA_04664_igtop,"	n/a","  ""putative ring-cleaving dioxygenase""",PROKKA_04664
PROKKA_04664_igbot,"	n/a","  ""putative ring-cleaving dioxygenase""",PROKKA_04664
PROKKA_04664_sense,"	n/a","  ""putative ring-cleaving dioxygenase""",PROKKA_04664
PROKKA_04664_antis,"	n/a","  ""putative ring-cleaving dioxygenase""",PROKKA_04664
PROKKA_04665_igtop,"	dhcR_9"," ""DhcR transcriptional regulator""",PROKKA_04665
PROKKA_04665_igbot,"	dhcR_9"," ""DhcR transcriptional regulator""",PROKKA_04665
PROKKA_04665_sense,"	dhcR_9"," ""DhcR transcriptional regulator""",PROKKA_04665
PROKKA_04665_antis,"	dhcR_9"," ""DhcR transcriptional regulator""",PROKKA_04665
PROKKA_04666_igtop,"	oxyR_5"," ""OxyR""",PROKKA_04666
PROKKA_04666_igbot,"	oxyR_5"," ""OxyR""",PROKKA_04666
PROKKA_04666_sense,"	oxyR_5"," ""OxyR""",PROKKA_04666
PROKKA_04666_antis,"	oxyR_5"," ""OxyR""",PROKKA_04666
PROKKA_04667_igtop,"	n/a","  ""endoribonuclease L-PSP""",PROKKA_04667
PROKKA_04667_igbot,"	n/a","  ""endoribonuclease L-PSP""",PROKKA_04667
PROKKA_04667_sense,"	n/a","  ""endoribonuclease L-PSP""",PROKKA_04667
PROKKA_04667_antis,"	n/a","  ""endoribonuclease L-PSP""",PROKKA_04667
PROKKA_04668_igtop,"	pvdN_3"," ""PvdN""",PROKKA_04668
PROKKA_04668_igbot,"	pvdN_3"," ""PvdN""",PROKKA_04668
PROKKA_04668_sense,"	pvdN_3"," ""PvdN""",PROKKA_04668
PROKKA_04668_antis,"	pvdN_3"," ""PvdN""",PROKKA_04668
PROKKA_04669_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04669
PROKKA_04669_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04669
PROKKA_04669_sense,"	n/a","  ""hypothetical protein""",PROKKA_04669
PROKKA_04669_antis,"	n/a","  ""hypothetical protein""",PROKKA_04669
PROKKA_04670_igtop,"	narK1_3"," ""nitrite extrusion protein 1""",PROKKA_04670
PROKKA_04670_igbot,"	narK1_3"," ""nitrite extrusion protein 1""",PROKKA_04670
PROKKA_04670_sense,"	narK1_3"," ""nitrite extrusion protein 1""",PROKKA_04670
PROKKA_04670_antis,"	narK1_3"," ""nitrite extrusion protein 1""",PROKKA_04670
PROKKA_04671_igtop,"	n/a","  ""haloacid dehalogenase""",PROKKA_04671
PROKKA_04671_igbot,"	n/a","  ""haloacid dehalogenase""",PROKKA_04671
PROKKA_04671_sense,"	n/a","  ""haloacid dehalogenase""",PROKKA_04671
PROKKA_04671_antis,"	n/a","  ""haloacid dehalogenase""",PROKKA_04671
PROKKA_04672_igtop,"	n/a","  ""manganese transport protein MntH""",PROKKA_04672
PROKKA_04672_igbot,"	n/a","  ""manganese transport protein MntH""",PROKKA_04672
PROKKA_04672_sense,"	n/a","  ""manganese transport protein MntH""",PROKKA_04672
PROKKA_04672_antis,"	n/a","  ""manganese transport protein MntH""",PROKKA_04672
PROKKA_04673_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04673
PROKKA_04673_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04673
PROKKA_04673_sense,"	n/a","  ""hypothetical protein""",PROKKA_04673
PROKKA_04673_antis,"	n/a","  ""hypothetical protein""",PROKKA_04673
PROKKA_04674_igtop,"	ampDh3"," ""AmpDh3""",PROKKA_04674
PROKKA_04674_igbot,"	ampDh3"," ""AmpDh3""",PROKKA_04674
PROKKA_04674_sense,"	ampDh3"," ""AmpDh3""",PROKKA_04674
PROKKA_04674_antis,"	ampDh3"," ""AmpDh3""",PROKKA_04674
PROKKA_04675_igtop,"	n/a","  ""putative membrane protein""",PROKKA_04675
PROKKA_04675_igbot,"	n/a","  ""putative membrane protein""",PROKKA_04675
PROKKA_04675_sense,"	n/a","  ""putative membrane protein""",PROKKA_04675
PROKKA_04675_antis,"	n/a","  ""putative membrane protein""",PROKKA_04675
PROKKA_04676_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04676
PROKKA_04676_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04676
PROKKA_04676_sense,"	n/a","  ""hypothetical protein""",PROKKA_04676
PROKKA_04676_antis,"	n/a","  ""hypothetical protein""",PROKKA_04676
PROKKA_04677_igtop,"	n/a","  ""putative oxidoreductase""",PROKKA_04677
PROKKA_04677_igbot,"	n/a","  ""putative oxidoreductase""",PROKKA_04677
PROKKA_04677_sense,"	n/a","  ""putative oxidoreductase""",PROKKA_04677
PROKKA_04677_antis,"	n/a","  ""putative oxidoreductase""",PROKKA_04677
PROKKA_04678_igtop,"	n/a","  ""glyoxalase family protein""",PROKKA_04678
PROKKA_04678_igbot,"	n/a","  ""glyoxalase family protein""",PROKKA_04678
PROKKA_04678_sense,"	n/a","  ""glyoxalase family protein""",PROKKA_04678
PROKKA_04678_antis,"	n/a","  ""glyoxalase family protein""",PROKKA_04678
PROKKA_04679_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04679
PROKKA_04679_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04679
PROKKA_04679_sense,"	n/a","  ""hypothetical protein""",PROKKA_04679
PROKKA_04679_antis,"	n/a","  ""hypothetical protein""",PROKKA_04679
PROKKA_04680_igtop,"	ampO_3"," ""AmpO""",PROKKA_04680
PROKKA_04680_igbot,"	ampO_3"," ""AmpO""",PROKKA_04680
PROKKA_04680_sense,"	ampO_3"," ""AmpO""",PROKKA_04680
PROKKA_04680_antis,"	ampO_3"," ""AmpO""",PROKKA_04680
PROKKA_04681_igtop,"	n/a","  ""putative iron uptake protein""",PROKKA_04681
PROKKA_04681_igbot,"	n/a","  ""putative iron uptake protein""",PROKKA_04681
PROKKA_04681_sense,"	n/a","  ""putative iron uptake protein""",PROKKA_04681
PROKKA_04681_antis,"	n/a","  ""putative iron uptake protein""",PROKKA_04681
PROKKA_04682_igtop,"	n/a","  ""helicase""",PROKKA_04682
PROKKA_04682_igbot,"	n/a","  ""helicase""",PROKKA_04682
PROKKA_04682_sense,"	n/a","  ""helicase""",PROKKA_04682
PROKKA_04682_antis,"	n/a","  ""helicase""",PROKKA_04682
PROKKA_04683_igtop,"	pmtA"," ""phospholipid methyltransferase""",PROKKA_04683
PROKKA_04683_igbot,"	pmtA"," ""phospholipid methyltransferase""",PROKKA_04683
PROKKA_04683_sense,"	pmtA"," ""phospholipid methyltransferase""",PROKKA_04683
PROKKA_04683_antis,"	pmtA"," ""phospholipid methyltransferase""",PROKKA_04683
PROKKA_04684_igtop,"	glcC_4"," ""transcriptional regulator GlcC""",PROKKA_04684
PROKKA_04684_igbot,"	glcC_4"," ""transcriptional regulator GlcC""",PROKKA_04684
PROKKA_04684_sense,"	glcC_4"," ""transcriptional regulator GlcC""",PROKKA_04684
PROKKA_04684_antis,"	glcC_4"," ""transcriptional regulator GlcC""",PROKKA_04684
PROKKA_04685_igtop,"	prpB_2"," ""carboxyphosphonoenolpyruvate phosphonomutase""",PROKKA_04685
PROKKA_04685_igbot,"	prpB_2"," ""carboxyphosphonoenolpyruvate phosphonomutase""",PROKKA_04685
PROKKA_04685_sense,"	prpB_2"," ""carboxyphosphonoenolpyruvate phosphonomutase""",PROKKA_04685
PROKKA_04685_antis,"	prpB_2"," ""carboxyphosphonoenolpyruvate phosphonomutase""",PROKKA_04685
PROKKA_04686_igtop,"	prpC"," ""citrate synthase 2""",PROKKA_04686
PROKKA_04686_igbot,"	prpC"," ""citrate synthase 2""",PROKKA_04686
PROKKA_04686_sense,"	prpC"," ""citrate synthase 2""",PROKKA_04686
PROKKA_04686_antis,"	prpC"," ""citrate synthase 2""",PROKKA_04686
PROKKA_04687_igtop,"	acnA_2"," ""aconitate hydratase 1""",PROKKA_04687
PROKKA_04687_igbot,"	acnA_2"," ""aconitate hydratase 1""",PROKKA_04687
PROKKA_04687_sense,"	acnA_2"," ""aconitate hydratase 1""",PROKKA_04687
PROKKA_04687_antis,"	acnA_2"," ""aconitate hydratase 1""",PROKKA_04687
PROKKA_04688_igtop,"	n/a","  ""methylitaconate delta2-delta3-isomerase""",PROKKA_04688
PROKKA_04688_igbot,"	n/a","  ""methylitaconate delta2-delta3-isomerase""",PROKKA_04688
PROKKA_04688_sense,"	n/a","  ""methylitaconate delta2-delta3-isomerase""",PROKKA_04688
PROKKA_04688_antis,"	n/a","  ""methylitaconate delta2-delta3-isomerase""",PROKKA_04688
PROKKA_04689_igtop,"	prpD"," ""propionate catabolic protein PrpD""",PROKKA_04689
PROKKA_04689_igbot,"	prpD"," ""propionate catabolic protein PrpD""",PROKKA_04689
PROKKA_04689_sense,"	prpD"," ""propionate catabolic protein PrpD""",PROKKA_04689
PROKKA_04689_antis,"	prpD"," ""propionate catabolic protein PrpD""",PROKKA_04689
PROKKA_04690_igtop,"	n/a","  ""putative transcriptional regulator""",PROKKA_04690
PROKKA_04690_igbot,"	n/a","  ""putative transcriptional regulator""",PROKKA_04690
PROKKA_04690_sense,"	n/a","  ""putative transcriptional regulator""",PROKKA_04690
PROKKA_04690_antis,"	n/a","  ""putative transcriptional regulator""",PROKKA_04690
PROKKA_04691_igtop,"	n/a","  ""putative permease""",PROKKA_04691
PROKKA_04691_igbot,"	n/a","  ""putative permease""",PROKKA_04691
PROKKA_04691_sense,"	n/a","  ""putative permease""",PROKKA_04691
PROKKA_04691_antis,"	n/a","  ""putative permease""",PROKKA_04691
PROKKA_04692_igtop,"	aroP1_4"," ""aromatic amino acid transport protein AroP1""",PROKKA_04692
PROKKA_04692_igbot,"	aroP1_4"," ""aromatic amino acid transport protein AroP1""",PROKKA_04692
PROKKA_04692_sense,"	aroP1_4"," ""aromatic amino acid transport protein AroP1""",PROKKA_04692
PROKKA_04692_antis,"	aroP1_4"," ""aromatic amino acid transport protein AroP1""",PROKKA_04692
PROKKA_04693_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04693
PROKKA_04693_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04693
PROKKA_04693_sense,"	n/a","  ""hypothetical protein""",PROKKA_04693
PROKKA_04693_antis,"	n/a","  ""hypothetical protein""",PROKKA_04693
PROKKA_04694_igtop,"	n/a","  ""membrane carboxypeptidase""",PROKKA_04694
PROKKA_04694_igbot,"	n/a","  ""membrane carboxypeptidase""",PROKKA_04694
PROKKA_04694_sense,"	n/a","  ""membrane carboxypeptidase""",PROKKA_04694
PROKKA_04694_antis,"	n/a","  ""membrane carboxypeptidase""",PROKKA_04694
PROKKA_04695_igtop,"	n/a","  ""putative ATPase""",PROKKA_04695
PROKKA_04695_igbot,"	n/a","  ""putative ATPase""",PROKKA_04695
PROKKA_04695_sense,"	n/a","  ""putative ATPase""",PROKKA_04695
PROKKA_04695_antis,"	n/a","  ""putative ATPase""",PROKKA_04695
PROKKA_04696_igtop,"	n/a","  ""SMR multidrug efflux transporter""",PROKKA_04696
PROKKA_04696_igbot,"	n/a","  ""SMR multidrug efflux transporter""",PROKKA_04696
PROKKA_04696_sense,"	n/a","  ""SMR multidrug efflux transporter""",PROKKA_04696
PROKKA_04696_antis,"	n/a","  ""SMR multidrug efflux transporter""",PROKKA_04696
PROKKA_04697_igtop,"	azoR1"," ""FMN-dependent NADH-azoreductase 1 AzoR1""",PROKKA_04697
PROKKA_04697_igbot,"	azoR1"," ""FMN-dependent NADH-azoreductase 1 AzoR1""",PROKKA_04697
PROKKA_04697_sense,"	azoR1"," ""FMN-dependent NADH-azoreductase 1 AzoR1""",PROKKA_04697
PROKKA_04697_antis,"	azoR1"," ""FMN-dependent NADH-azoreductase 1 AzoR1""",PROKKA_04697
PROKKA_04698_igtop,"	ampR_6"," ""transcriptional regulator AmpR""",PROKKA_04698
PROKKA_04698_igbot,"	ampR_6"," ""transcriptional regulator AmpR""",PROKKA_04698
PROKKA_04698_sense,"	ampR_6"," ""transcriptional regulator AmpR""",PROKKA_04698
PROKKA_04698_antis,"	ampR_6"," ""transcriptional regulator AmpR""",PROKKA_04698
PROKKA_04699_igtop,"	putP_3"," ""sodium/proline symporter PutP""",PROKKA_04699
PROKKA_04699_igbot,"	putP_3"," ""sodium/proline symporter PutP""",PROKKA_04699
PROKKA_04699_sense,"	putP_3"," ""sodium/proline symporter PutP""",PROKKA_04699
PROKKA_04699_antis,"	putP_3"," ""sodium/proline symporter PutP""",PROKKA_04699
PROKKA_04700_igtop,"	putA"," ""proline dehydrogenase PutA""",PROKKA_04700
PROKKA_04700_igbot,"	putA"," ""proline dehydrogenase PutA""",PROKKA_04700
PROKKA_04700_sense,"	putA"," ""proline dehydrogenase PutA""",PROKKA_04700
PROKKA_04700_antis,"	putA"," ""proline dehydrogenase PutA""",PROKKA_04700
PROKKA_04701_igtop,"	pfeA_2"," ""Ferric enterobactin receptor outer membrane protein PfeA precursor""",PROKKA_04701
PROKKA_04701_igbot,"	pfeA_2"," ""Ferric enterobactin receptor outer membrane protein PfeA precursor""",PROKKA_04701
PROKKA_04701_sense,"	pfeA_2"," ""Ferric enterobactin receptor outer membrane protein PfeA precursor""",PROKKA_04701
PROKKA_04701_antis,"	pfeA_2"," ""Ferric enterobactin receptor outer membrane protein PfeA precursor""",PROKKA_04701
PROKKA_04702_igtop,"	pruR_6"," ""proline utilization regulator""",PROKKA_04702
PROKKA_04702_igbot,"	pruR_6"," ""proline utilization regulator""",PROKKA_04702
PROKKA_04702_sense,"	pruR_6"," ""proline utilization regulator""",PROKKA_04702
PROKKA_04702_antis,"	pruR_6"," ""proline utilization regulator""",PROKKA_04702
PROKKA_04703_igtop,"	lon_2"," ""Lon protease""",PROKKA_04703
PROKKA_04703_igbot,"	lon_2"," ""Lon protease""",PROKKA_04703
PROKKA_04703_sense,"	lon_2"," ""Lon protease""",PROKKA_04703
PROKKA_04703_antis,"	lon_2"," ""Lon protease""",PROKKA_04703
PROKKA_04704_igtop,"	icp","  ""inhibitor of cysteine peptidase""",PROKKA_04704
PROKKA_04704_igbot,"	icp","  ""inhibitor of cysteine peptidase""",PROKKA_04704
PROKKA_04704_sense,"	icp","  ""inhibitor of cysteine peptidase""",PROKKA_04704
PROKKA_04704_antis,"	icp","  ""inhibitor of cysteine peptidase""",PROKKA_04704
PROKKA_04705_igtop,"	n/a","  ""ABC transporter substrate-binding protein""",PROKKA_04705
PROKKA_04705_igbot,"	n/a","  ""ABC transporter substrate-binding protein""",PROKKA_04705
PROKKA_04705_sense,"	n/a","  ""ABC transporter substrate-binding protein""",PROKKA_04705
PROKKA_04705_antis,"	n/a","  ""ABC transporter substrate-binding protein""",PROKKA_04705
PROKKA_04706_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04706
PROKKA_04706_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04706
PROKKA_04706_sense,"	n/a","  ""hypothetical protein""",PROKKA_04706
PROKKA_04706_antis,"	n/a","  ""hypothetical protein""",PROKKA_04706
PROKKA_04707_igtop,"	n/a","  ""tRNA (uridine-5-oxyacetic acid methyl ester) 34 synthase""",PROKKA_04707
PROKKA_04707_igbot,"	n/a","  ""tRNA (uridine-5-oxyacetic acid methyl ester) 34 synthase""",PROKKA_04707
PROKKA_04707_sense,"	n/a","  ""tRNA (uridine-5-oxyacetic acid methyl ester) 34 synthase""",PROKKA_04707
PROKKA_04707_antis,"	n/a","  ""tRNA (uridine-5-oxyacetic acid methyl ester) 34 synthase""",PROKKA_04707
PROKKA_04708_igtop,"	n/a","  ""putative methyltransferase""",PROKKA_04708
PROKKA_04708_igbot,"	n/a","  ""putative methyltransferase""",PROKKA_04708
PROKKA_04708_sense,"	n/a","  ""putative methyltransferase""",PROKKA_04708
PROKKA_04708_antis,"	n/a","  ""putative methyltransferase""",PROKKA_04708
PROKKA_04709_igtop,"	pdxJ"," ""pyridoxal phosphate biosynthetic protein PdxJ""",PROKKA_04709
PROKKA_04709_igbot,"	pdxJ"," ""pyridoxal phosphate biosynthetic protein PdxJ""",PROKKA_04709
PROKKA_04709_sense,"	pdxJ"," ""pyridoxal phosphate biosynthetic protein PdxJ""",PROKKA_04709
PROKKA_04709_antis,"	pdxJ"," ""pyridoxal phosphate biosynthetic protein PdxJ""",PROKKA_04709
PROKKA_04710_igtop,"	recO"," ""DNA repair protein RecO""",PROKKA_04710
PROKKA_04710_igbot,"	recO"," ""DNA repair protein RecO""",PROKKA_04710
PROKKA_04710_sense,"	recO"," ""DNA repair protein RecO""",PROKKA_04710
PROKKA_04710_antis,"	recO"," ""DNA repair protein RecO""",PROKKA_04710
PROKKA_04711_igtop,"	era_2"," ""GTP-binding protein Era""",PROKKA_04711
PROKKA_04711_igbot,"	era_2"," ""GTP-binding protein Era""",PROKKA_04711
PROKKA_04711_sense,"	era_2"," ""GTP-binding protein Era""",PROKKA_04711
PROKKA_04711_antis,"	era_2"," ""GTP-binding protein Era""",PROKKA_04711
PROKKA_04712_igtop,"	rnc","  ""ribonuclease III""",PROKKA_04712
PROKKA_04712_igbot,"	rnc","  ""ribonuclease III""",PROKKA_04712
PROKKA_04712_sense,"	rnc","  ""ribonuclease III""",PROKKA_04712
PROKKA_04712_antis,"	rnc","  ""ribonuclease III""",PROKKA_04712
PROKKA_04713_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04713
PROKKA_04713_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04713
PROKKA_04713_sense,"	n/a","  ""hypothetical protein""",PROKKA_04713
PROKKA_04713_antis,"	n/a","  ""hypothetical protein""",PROKKA_04713
PROKKA_04714_igtop,"	lepB"," ""signal peptidase I""",PROKKA_04714
PROKKA_04714_igbot,"	lepB"," ""signal peptidase I""",PROKKA_04714
PROKKA_04714_sense,"	lepB"," ""signal peptidase I""",PROKKA_04714
PROKKA_04714_antis,"	lepB"," ""signal peptidase I""",PROKKA_04714
PROKKA_04715_igtop,"	lepA"," ""GTP-binding protein LepA""",PROKKA_04715
PROKKA_04715_igbot,"	lepA"," ""GTP-binding protein LepA""",PROKKA_04715
PROKKA_04715_sense,"	lepA"," ""GTP-binding protein LepA""",PROKKA_04715
PROKKA_04715_antis,"	lepA"," ""GTP-binding protein LepA""",PROKKA_04715
PROKKA_04716_igtop,"	mucD_1"," ""serine protease MucD precursor""",PROKKA_04716
PROKKA_04716_igbot,"	mucD_1"," ""serine protease MucD precursor""",PROKKA_04716
PROKKA_04716_sense,"	mucD_1"," ""serine protease MucD precursor""",PROKKA_04716
PROKKA_04716_antis,"	mucD_1"," ""serine protease MucD precursor""",PROKKA_04716
PROKKA_04717_igtop,"	mucC"," ""positive regulator for alginate biosynthesis MucC""",PROKKA_04717
PROKKA_04717_igbot,"	mucC"," ""positive regulator for alginate biosynthesis MucC""",PROKKA_04717
PROKKA_04717_sense,"	mucC"," ""positive regulator for alginate biosynthesis MucC""",PROKKA_04717
PROKKA_04717_antis,"	mucC"," ""positive regulator for alginate biosynthesis MucC""",PROKKA_04717
PROKKA_04718_igtop,"	mucB"," ""negative regulator for alginate biosynthesis MucB""",PROKKA_04718
PROKKA_04718_igbot,"	mucB"," ""negative regulator for alginate biosynthesis MucB""",PROKKA_04718
PROKKA_04718_sense,"	mucB"," ""negative regulator for alginate biosynthesis MucB""",PROKKA_04718
PROKKA_04718_antis,"	mucB"," ""negative regulator for alginate biosynthesis MucB""",PROKKA_04718
PROKKA_04719_igtop,"	mucA"," ""anti-sigma factor MucA""",PROKKA_04719
PROKKA_04719_igbot,"	mucA"," ""anti-sigma factor MucA""",PROKKA_04719
PROKKA_04719_sense,"	mucA"," ""anti-sigma factor MucA""",PROKKA_04719
PROKKA_04719_antis,"	mucA"," ""anti-sigma factor MucA""",PROKKA_04719
PROKKA_04720_igtop,"	algU_3"," ""sigma factor AlgU""",PROKKA_04720
PROKKA_04720_igbot,"	algU_3"," ""sigma factor AlgU""",PROKKA_04720
PROKKA_04720_sense,"	algU_3"," ""sigma factor AlgU""",PROKKA_04720
PROKKA_04720_antis,"	algU_3"," ""sigma factor AlgU""",PROKKA_04720
PROKKA_04721_igtop,"	nadB"," ""L-aspartate oxidase""",PROKKA_04721
PROKKA_04721_igbot,"	nadB"," ""L-aspartate oxidase""",PROKKA_04721
PROKKA_04721_sense,"	nadB"," ""L-aspartate oxidase""",PROKKA_04721
PROKKA_04721_antis,"	nadB"," ""L-aspartate oxidase""",PROKKA_04721
PROKKA_04722_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04722
PROKKA_04722_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04722
PROKKA_04722_sense,"	n/a","  ""hypothetical protein""",PROKKA_04722
PROKKA_04722_antis,"	n/a","  ""hypothetical protein""",PROKKA_04722
PROKKA_04723_igtop,"	n/a","  ""tpr repeat-containing protein""",PROKKA_04723
PROKKA_04723_igbot,"	n/a","  ""tpr repeat-containing protein""",PROKKA_04723
PROKKA_04723_sense,"	n/a","  ""tpr repeat-containing protein""",PROKKA_04723
PROKKA_04723_antis,"	n/a","  ""tpr repeat-containing protein""",PROKKA_04723
PROKKA_04724_igtop,"	n/a","  ""folate-binding protein YgfZ""",PROKKA_04724
PROKKA_04724_igbot,"	n/a","  ""folate-binding protein YgfZ""",PROKKA_04724
PROKKA_04724_sense,"	n/a","  ""folate-binding protein YgfZ""",PROKKA_04724
PROKKA_04724_antis,"	n/a","  ""folate-binding protein YgfZ""",PROKKA_04724
PROKKA_04725_igtop,"	sadB_2"," ""SadB""",PROKKA_04725
PROKKA_04725_igbot,"	sadB_2"," ""SadB""",PROKKA_04725
PROKKA_04725_sense,"	sadB_2"," ""SadB""",PROKKA_04725
PROKKA_04725_antis,"	sadB_2"," ""SadB""",PROKKA_04725
PROKKA_04726_igtop,"	czcS_2"," ""CzcS""",PROKKA_04726
PROKKA_04726_igbot,"	czcS_2"," ""CzcS""",PROKKA_04726
PROKKA_04726_sense,"	czcS_2"," ""CzcS""",PROKKA_04726
PROKKA_04726_antis,"	czcS_2"," ""CzcS""",PROKKA_04726
PROKKA_04727_igtop,"	pmrA_2"," ""PmrA: two-component regulator system response regulator PmrA""",PROKKA_04727
PROKKA_04727_igbot,"	pmrA_2"," ""PmrA: two-component regulator system response regulator PmrA""",PROKKA_04727
PROKKA_04727_sense,"	pmrA_2"," ""PmrA: two-component regulator system response regulator PmrA""",PROKKA_04727
PROKKA_04727_antis,"	pmrA_2"," ""PmrA: two-component regulator system response regulator PmrA""",PROKKA_04727
PROKKA_04728_igtop,"	opdH_6"," ""cis-aconitate porin OpdH""",PROKKA_04728
PROKKA_04728_igbot,"	opdH_6"," ""cis-aconitate porin OpdH""",PROKKA_04728
PROKKA_04728_sense,"	opdH_6"," ""cis-aconitate porin OpdH""",PROKKA_04728
PROKKA_04728_antis,"	opdH_6"," ""cis-aconitate porin OpdH""",PROKKA_04728
PROKKA_04729_igtop,"	n/a","  ""tricarboxylate transport protein TctC""",PROKKA_04729
